YEAR,MAKE,MODEL,CONDITION,TRANSMISSION,CYLINDERS,FUEL,ODOMETER,ENGINE POWER,MILAGE,Price
1995,mercedes-benz,e300d,Excellent,Automatic,6,diesel,136000,Avg CC,11,0
2006,gmc,envoy xl slt,Excellent,Automatic,6,gas,130893,Low CC,20,0
2008,honda,civic,Excellent,Automatic,4,gas,142366,Low CC,9,0
2013,mercedes-benz,e-class,Excellent,Automatic,8,gas,51865,Avg CC,50,1
2016,gmc,sierra 3500hd,Excellent,Automatic,8,diesel,66430,Avg CC,30,2
2017,subaru,wrx,Excellent,Automatic,4,gas,24000,Avg CC,11,0
2013,volvo,s60 t5 awd,Excellent,Automatic,5,gas,91146,High CC,20,0
2010,ford,edge,Excellent,Automatic,6,gas,133244,Low CC,10,0
2012,dodge,challenger sxt,Excellent,Manual,6,gas,48892,Low CC,27,0
2008,dodge,caliber,Excellent,Manual,4,gas,105000,Avg CC,7,0
2015,ram,2500,Excellent,Automatic,6,diesel,138372,Avg CC,8,1
2019,chevrolet,silverado 1500 ld,Excellent,Automatic,8,gas,671,High CC,17,1
2009,subaru,tribeca limited awd,Excellent,Manual,6,gas,118478,Avg CC,7,0
1950,dodge,business coupe,Excellent,Automatic,6,gas,59591,Low CC,49,0
2012,chevrolet,cruze,Excellent,Manual,4,gas,121000,Low CC,13,0
2013,ford,focus titanium 2.0l auto,Excellent,Manual,4,gas,70000,Low CC,18,0
2017,chevrolet,cruze,Excellent,Manual,4,gas,45987,Low CC,8,0
2015,acura,rdx,Excellent,Automatic,6,gas,45000,Avg CC,28,0
2017,buick,verano,Excellent,Automatic,4,gas,10090,Low CC,28,0
2012,audi,q5 2.0 quattro premium plus,Excellent,Automatic,4,gas,129600,Low CC,41,0
1999,ford,l7500,Excellent,Manual,6,diesel,159905,Avg CC,20,0
1986,chevrolet,corvette,Excellent,Manual,8,gas,117700,Avg CC,28,0
2015,toyota,tacoma trd,Excellent,Automatic,6,gas,48500,Low CC,36,0
2017,jeep,wrangler unlimited,Excellent,Manual,6,gas,43410,Avg CC,29,1
2016,toyota,tacoma,Excellent,Automatic,6,gas,33634,Avg CC,36,1
2004,saturn,ion,Excellent,Automatic,4,gas,166228,High CC,13,0
2014,ford,f150 fx4,Excellent,Automatic,6,gas,161000,Avg CC,43,0
2005,toyota,tundra,Excellent,Automatic,6,gas,169050,Avg CC,47,0
2002,ford,f-150,Excellent,Manual,6,gas,80500,Low CC,43,0
2010,acura,tsx,Excellent,Automatic,4,gas,108000,Avg CC,17,0
2014,chevrolet,silverado 2500 hd,Excellent,Automatic,8,gas,80891,Avg CC,13,1
1996,gmc,sonoma,Excellent,Automatic,6,gas,150000,Avg CC,48,0
2013,dodge,grand caravan sxt,Excellent,Automatic,6,gas,112288,Low CC,12,0
1998,mercedes-benz,c43 amg,Excellent,Automatic,8,gas,160000,Low CC,38,0
2012,ram,1500,Excellent,Automatic,8,gas,161813,Low CC,40,0
2013,toyota,highlander,Excellent,Automatic,6,gas,89108,Low CC,14,0
2008,chevrolet,silverado 1500,Excellent,Manual,8,gas,99000,Low CC,31,0
2013,subaru,legacy,Excellent,Automatic,4,gas,109298,Low CC,41,0
2006,toyota,solara,Excellent,Automatic,6,gas,133000,High CC,7,0
2010,lincoln,mkt,Excellent,Manual,6,gas,90837,Avg CC,27,0
2014,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,32913,High CC,35,0
2003,mazda,tribute,Excellent,Automatic,6,gas,140000,Low CC,48,0
2011,ford,f150,Excellent,Automatic,8,gas,232430,Low CC,15,0
2005,dodge,dakota,Excellent,Automatic,8,gas,112888,Avg CC,38,0
2008,ford,escape,Excellent,Manual,6,gas,172000,Low CC,38,0
2007,toyota,rav4,Excellent,Manual,4,gas,132924,High CC,38,0
2010,volkswagen,touareg v6 tdi,Excellent,Automatic,6,diesel,99291,Low CC,42,0
2013,volvo,xc60,Excellent,Manual,6,gas,91882,Low CC,17,0
2008,chevrolet,hhr panel,Excellent,Manual,4,gas,97500,Low CC,6,0
2016,chevrolet,silverado 2500,Excellent,Manual,8,gas,68885,Avg CC,50,1
2009,hyundai,santa fe gls,Excellent,Automatic,6,gas,199800,Avg CC,34,0
2009,lexus,rx 350,Excellent,Manual,6,gas,97993,Avg CC,20,0
2005,chevrolet,silverado 1500,Excellent,Automatic,6,gas,205826,Avg CC,11,0
2013,volvo,c30 t5r,Excellent,Automatic,5,gas,94000,Low CC,12,0
2015,nissan,altima,Excellent,Automatic,4,gas,94500,Avg CC,44,0
2017,ford,transit,Excellent,Automatic,6,gas,51406,Avg CC,18,1
2015,ford,escape,Excellent,Manual,4,gas,96360,High CC,17,0
2015,chevrolet,express g2500,Excellent,Automatic,8,gas,188934,Low CC,48,0
2010,honda,fit,Excellent,Automatic,4,gas,129865,Avg CC,48,0
2005,toyota,camry solara,Excellent,Manual,4,gas,172130,Avg CC,30,0
2012,chevrolet,express,Excellent,Manual,8,gas,43742,High CC,41,0
2014,ford,fusion,Excellent,Manual,4,gas,89725,Avg CC,45,0
2008,ford,escape,Excellent,Automatic,4,gas,79000,Avg CC,39,0
2014,chevrolet,equinox lt awd,Excellent,Automatic,4,gas,186454,Low CC,38,0
2014,mercedes-benz,benz e350 awd,Excellent,Manual,6,gas,67366,Avg CC,50,0
1999,saturn,sl1,salvage,Manual,4,gas,105000,High CC,26,0
2012,chevrolet,g4500,Excellent,Automatic,8,diesel,108561,Low CC,15,0
2010,volvo,xc90 awd,Excellent,Manual,6,gas,116672,Avg CC,14,0
2014,nissan,sentra sv,Excellent,Automatic,4,gas,87406,Avg CC,38,0
1997,ford,taurus,Excellent,Automatic,8,gas,10237,Low CC,6,0
2007,honda,cr-v,Excellent,Automatic,4,gas,103857,Low CC,13,0
2012,ram,1500 tradesman,Excellent,Automatic,8,gas,214904,Low CC,37,0
2004,toyota,avalon xls,Excellent,Manual,6,gas,92000,Low CC,30,0
2006,rover,lr3,Excellent,Automatic,8,gas,126338,Low CC,10,0
1952,ford,f1 truck,Excellent,Automatic,8,gas,55206,Avg CC,32,1
2013,honda,cr-v,Excellent,Manual,4,gas,128426,Low CC,26,0
2010,chevrolet,silverado 1500,Excellent,Automatic,8,gas,113704,Low CC,19,0
2015,gmc,sierra 1500,Excellent,Automatic,8,gas,122751,Low CC,43,0
2007,ford,f-150,Excellent,Automatic,8,gas,106089,High CC,5,0
1989,ford,f-350 xlt,Excellent,Manual,8,diesel,125000,Avg CC,8,0
1992,subaru,legacy,Excellent,Automatic,4,gas,243932,Low CC,19,0
2013,chevrolet,impala,Excellent,Manual,6,gas,94074,Low CC,29,0
2013,ford,focus se,Excellent,Manual,4,gas,76207,Low CC,15,0
2008,dodge,grand caravan,Excellent,Automatic,6,gas,158871,Avg CC,7,0
2013,chevrolet,equinox ltz awd,Excellent,Automatic,4,gas,91200,Low CC,41,0
2011,chevrolet,express,Excellent,Automatic,6,gas,36347,High CC,40,0
2008,ford,crown victoria,Excellent,Automatic,8,gas,102000,Low CC,25,0
2004,chevrolet,silverado 2500hd,Excellent,Automatic,8,diesel,199004,Avg CC,42,0
2007,buick,lucerne cxl,Excellent,Automatic,6,gas,173606,High CC,31,0
2005,lexus,ls 430,Excellent,Manual,8,gas,138619,Avg CC,24,0
2016,buick,enclave,Excellent,Manual,6,gas,57369,Avg CC,48,1
2001,buick,regal,Excellent,Automatic,6,gas,143290,High CC,40,0
2004,ford,f150 ext. cab xlt,Excellent,Automatic,6,gas,87932,High CC,37,0
2013,subaru,impreza wrx,Excellent,Automatic,4,gas,64000,High CC,8,0
2013,toyota,rav 4 awd 4452a,Excellent,Automatic,4,gas,86595,Low CC,7,0
2013,ford,f150,Excellent,Manual,6,gas,128798,Low CC,22,0
2014,volkswagen,jetta sedan,Excellent,Automatic,4,diesel,12034,Avg CC,6,0
2010,honda,civic lx,Excellent,Manual,4,gas,114257,Avg CC,29,0
2016,ford,mustang gt,Excellent,Automatic,8,gas,87966,High CC,38,0
1999,ram,1500,Excellent,Manual,8,gas,218519,Avg CC,23,0
1999,chevrolet,1500 silverado,Excellent,Manual,8,gas,245262,High CC,17,0
2011,toyota,tacoma,Excellent,Automatic,4,gas,85291,High CC,46,0
2013,nissan,altima,Excellent,Automatic,4,gas,113000,Avg CC,20,0
2014,mercedes-benz,cla,Excellent,Automatic,4,gas,48509,Avg CC,7,0
2006,toyota,corolla ce,Excellent,Automatic,4,gas,140000,Avg CC,28,0
2007,gmc,yukon denali xl awd,Excellent,Manual,8,gas,199664,Low CC,14,0
2007,lexus,es 350,Excellent,Manual,6,gas,95000,Low CC,14,0
2011,ford,f350 super duty,Excellent,Manual,8,gas,202723,Avg CC,38,0
2010,jeep,commander limited,Excellent,Manual,8,gas,106841,Avg CC,16,0
2006,honda,odyssey ex l,Excellent,Manual,6,gas,238394,High CC,14,0
2013,ford,transit-connect xl,Excellent,Automatic,4,gas,80630,Avg CC,39,0
2002,mazda,tribute,Excellent,Manual,6,gas,94000,Avg CC,17,0
2007,ram,3500,Excellent,Manual,8,gas,34354,Low CC,5,0
2007,chevrolet,trailblazer,Excellent,Automatic,6,gas,29216,Avg CC,18,0
2015,ram,3500 crew diesel 4x4,Excellent,Automatic,6,diesel,133200,Low CC,46,1
2011,chevrolet,cruze eco,Excellent,Automatic,4,gas,105423,Low CC,23,0
2011,buick,enclave,Excellent,Automatic,6,gas,153397,Low CC,34,0
2008,pontiac,g6,Excellent,Manual,4,gas,121406,High CC,33,0
2001,ford,f-150 xlt supercab,Excellent,Automatic,6,gas,153404,Avg CC,22,0
2012,volkswagen,passat,Excellent,Automatic,5,gas,117649,Avg CC,12,0
2016,chevrolet,silverado 2500 lifted,Excellent,Manual,8,gas,63871,Avg CC,26,1
2003,bmw,330ci convertible,Excellent,Automatic,6,gas,93000,Low CC,24,0
2008,pontiac,solstice,Excellent,Manual,4,gas,114212,Low CC,42,0
2004,ford,f-250 sd,Excellent,Automatic,8,gas,251138,Low CC,5,0
2016,ram,2500 slt,Excellent,Automatic,8,gas,100327,Low CC,30,1
2013,hyundai,elantra gt,Excellent,Manual,4,gas,60500,Low CC,26,0
2014,lexus,is250 f sport,Excellent,Automatic,6,gas,64418,High CC,47,0
2014,ram,3500,Excellent,Manual,6,diesel,127507,Avg CC,34,1
2014,mercedes-benz,glk350,Excellent,Automatic,6,gas,107698,Avg CC,6,0
2016,nissan,versa,Excellent,Automatic,4,gas,50680,Low CC,50,0
2011,bmw,x5,Excellent,Automatic,6,gas,102846,Low CC,35,0
2005,ford,ranger,Excellent,Automatic,6,gas,92,Avg CC,40,0
1983,chevrolet,malibu,salvage,Automatic,6,gas,174521,Low CC,36,0
2007,nissan,armada se,Excellent,Automatic,8,gas,118600,Avg CC,33,0
2009,subaru,forester,Excellent,Manual,4,gas,225000,Low CC,41,0
2013,ford,econoline,Excellent,Automatic,8,gas,134870,Low CC,25,0
2017,gmc,sierra 1500,Excellent,Automatic,8,gas,39000,High CC,18,1
2015,ford,focus se,Excellent,Automatic,4,gas,68597,Avg CC,17,0
2009,buick,enclave,Excellent,Automatic,6,gas,158140,Low CC,48,0
1995,chevrolet,tahoe lt,salvage,Automatic,8,gas,176000,Avg CC,18,0
2002,mercedes-benz,benz c-class,Excellent,Manual,6,gas,155000,High CC,18,0
2015,chevrolet,sonic lt,Excellent,Manual,4,gas,67068,Low CC,21,0
2002,subaru,impreza outback sport,Excellent,Automatic,4,gas,164409,Avg CC,15,0
2014,ford,super duty f-250 srw lariat,Excellent,Automatic,8,gas,94525,Low CC,35,1
2002,gmc,sierra 1500,Excellent,Manual,8,gas,214222,Low CC,18,0
2013,mazda,3 i touring hatchback,Excellent,Manual,4,gas,104111,Low CC,22,0
2003,jeep,wrangler,Excellent,Automatic,6,gas,80167,Avg CC,50,0
2009,chevrolet,suburban 1500,Excellent,Manual,8,gas,153150,Avg CC,29,0
2008,chevrolet,trailblazer,Excellent,Automatic,6,gas,120679,Low CC,50,0
1999,ford,f150,salvage,Automatic,8,gas,180998,Low CC,32,0
2006,ford,f-150,Excellent,Automatic,6,gas,182186,Low CC,13,0
2009,gmc,sierra 2500 hd,Excellent,Manual,8,gas,201000,Low CC,29,0
2008,toyota,tacoma 4x4 access cab,Excellent,Manual,6,gas,160871,Avg CC,47,0
2015,hyundai,santa fe limited,Excellent,Automatic,6,gas,45500,Avg CC,21,0
2009,subaru,forester,Excellent,Manual,4,gas,113857,Low CC,46,0
2015,nissan,altima sv,Excellent,Automatic,4,gas,70638,Avg CC,40,0
2006,ford,econoline 250,Excellent,Automatic,8,gas,165142,Low CC,19,0
2006,chevrolet,trailblazer ls,Excellent,Automatic,6,gas,166000,High CC,31,0
2007,bmw,x3,Excellent,Automatic,6,gas,77120,Avg CC,42,0
2007,jeep,liberty,Excellent,Manual,6,gas,95664,Avg CC,16,0
2015,ford,f-250 king ranch,Excellent,Automatic,8,diesel,35000,Low CC,6,2
2006,dodge,charger sxt,salvage,Automatic,6,gas,159894,Low CC,14,0
2018,infiniti,qx80,Excellent,Manual,8,gas,35333,Low CC,31,1
2006,chevrolet,suburban,Excellent,Automatic,8,gas,181000,High CC,5,0
1972,ford,ranchero gt,Excellent,Automatic,8,gas,6900,Low CC,39,0
2006,chevrolet,cobalt,salvage,Automatic,4,gas,150000,Low CC,43,0
2014,toyota,rav 4,Excellent,Automatic,4,gas,50905,Avg CC,39,0
2010,honda,civic lx,Excellent,Automatic,4,gas,167327,Low CC,26,0
2005,chevrolet,impala,Excellent,Automatic,6,gas,127275,Avg CC,36,0
2017,hyundai,accent,Excellent,Automatic,4,gas,41943,High CC,38,0
1999,cadillac,sedan deville,Excellent,Manual,8,gas,86561,Low CC,32,0
2014,ford,exployer,Excellent,Manual,6,gas,82100,Avg CC,6,0
2005,jeep,grand cherokee,Excellent,Automatic,6,gas,131424,Avg CC,14,0
2007,chevrolet,silverado,Excellent,Automatic,8,gas,346212,High CC,30,0
2009,chevrolet,avalanche,Excellent,Manual,8,gas,139956,Avg CC,40,0
2011,nissan,versa,Excellent,Manual,4,gas,97497,Low CC,41,0
2004,kia,sorrento,Excellent,Automatic,6,gas,183000,Low CC,18,0
2012,volkswagen,jetta sedan,Excellent,Manual,4,diesel,42916,Avg CC,13,0
2013,chevrolet,malibu lt,Excellent,Manual,4,gas,84000,Avg CC,28,0
2015,toyota,sienna le,Excellent,Automatic,6,gas,42120,Low CC,25,0
2015,ram,2500 crew cab,Excellent,Automatic,8,gas,37583,Low CC,28,1
2017,chevrolet,equinox,Excellent,Automatic,6,gas,27504,Avg CC,21,0
1997,ford,f-150,Excellent,Manual,8,gas,203000,Low CC,12,0
2002,gmc,yukon denali,Excellent,Automatic,8,gas,255572,Low CC,45,0
2011,ford,econoline cargo van,Excellent,Automatic,8,gas,110135,Low CC,34,0
2012,gmc,sierra 1500 sle,Excellent,Manual,8,gas,98463,Avg CC,28,0
1996,ram,1500,Excellent,Automatic,8,gas,140230,Avg CC,19,0
2017,nissan,pathfinder sv,Excellent,Automatic,6,gas,47000,High CC,12,0
2002,mazda,millennia,Excellent,Automatic,6,gas,145000,Low CC,20,0
2007,hyundai,azera,Excellent,Automatic,6,gas,124566,High CC,28,0
2001,bmw,330i,salvage,Automatic,6,gas,170000,Avg CC,13,0
2016,chevrolet,silverado 2500 lifted,Excellent,Manual,8,gas,63871,High CC,37,1
2014,dodge,challenger,Excellent,Automatic,8,gas,55798,Low CC,16,0
2012,chevrolet,cruze ltz,Excellent,Manual,4,gas,127766,Low CC,15,0
2015,gmc,3500,Excellent,Manual,8,diesel,164260,Low CC,37,1
2012,chevrolet,silverado 1500 ls,Excellent,Automatic,8,gas,106913,Avg CC,14,0
2011,gmc,acadia,Excellent,Automatic,6,gas,134000,Avg CC,49,0
2003,ford,focus ztw wagon,Excellent,Automatic,4,gas,171000,Low CC,32,0
2014,nissan,altima sv,Excellent,Manual,4,gas,73943,Low CC,8,0
2006,saturn,vue,Excellent,Manual,4,gas,111656,Low CC,16,0
2014,ram,1500 tradesman,Excellent,Automatic,6,gas,148312,Low CC,44,0
2007,cadillac,escalade luxury awd gas,Excellent,Manual,8,gas,192779,Avg CC,39,0
2017,nissan,pathfinder,Excellent,Automatic,6,gas,46266,Avg CC,26,0
2013,dodge,grand caravan,Excellent,Manual,6,gas,194612,Avg CC,46,0
2013,lexus,rx 350,Excellent,Automatic,6,gas,66843,Avg CC,31,0
2015,dodge,durango limited awd,Excellent,Automatic,6,gas,24000,Avg CC,7,1
2003,ford,e-series e150 xlt van,Excellent,Manual,8,gas,188000,Low CC,38,0
2009,hyundai,sonata,Excellent,Manual,4,gas,118917,Low CC,32,0
2011,lincoln,mkx,Excellent,Manual,6,gas,92616,High CC,17,0
1995,acura,legend l,Excellent,Automatic,6,gas,239000,Avg CC,35,0
2006,nissan,armada,Excellent,Manual,8,gas,128475,Low CC,18,0
2006,jeep,commander,Excellent,Automatic,8,gas,164600,Avg CC,34,0
2011,volkswagen,golf,Excellent,Automatic,4,diesel,27929,Low CC,27,0
2007,jeep,compass,Excellent,Automatic,4,gas,133343,Avg CC,29,0
2008,hyundai,elantra,Excellent,Manual,4,gas,111000,High CC,47,0
2003,ford,e-450,Excellent,Automatic,8,diesel,240961,Avg CC,17,0
2005,mini,cooper base,Excellent,Automatic,4,gas,83782,Low CC,15,0
2016,chevrolet,equinox,Excellent,Manual,4,gas,61373,Avg CC,35,0
1998,jeep,cherokee,Excellent,Manual,8,gas,211000,High CC,23,0
2017,chevrolet,cruze,Excellent,Manual,4,gas,44722,Avg CC,48,0
2008,ford,f250,Excellent,Manual,8,diesel,133124,Avg CC,6,0
2006,chevrolet,vortec max,Excellent,Manual,8,gas,197825,High CC,46,0
2007,jeep,wrangler,Excellent,Automatic,6,gas,130629,Low CC,39,0
2001,toyota,4 runner limited,Excellent,Manual,6,gas,225000,Avg CC,41,0
2013,dodge,dart,Excellent,Manual,4,gas,66000,High CC,10,0
2006,ford,f-150 stx,Excellent,Manual,8,gas,171700,High CC,26,0
2013,bmw,335is,Excellent,Automatic,6,gas,51700,Avg CC,12,0
2016,ford,escape,Excellent,Automatic,4,gas,96931,High CC,19,0
2005,ram,2500 st,Excellent,Automatic,6,gas,205257,Avg CC,17,0
2016,toyota,corolla,Excellent,Manual,4,gas,29847,Low CC,19,0
2013,mercedes-benz,benz e350 4matic sport,Excellent,Automatic,6,gas,69485,High CC,35,0
1999,ford,f-150,Excellent,Manual,8,gas,166210,Low CC,28,0
2013,chevrolet,tahoe,Excellent,Manual,8,gas,182977,Low CC,11,0
2006,infiniti,g35,Excellent,Automatic,6,gas,113000,High CC,40,0
2003,toyota,tacoma,Excellent,Automatic,6,gas,239791,Low CC,27,0
2009,honda,cr-v ex-l 4x4,Excellent,Automatic,4,gas,127789,High CC,40,0
2005,ford,f-350 sd,Excellent,Automatic,8,diesel,198843,Avg CC,20,0
2010,nissan,sentra,Excellent,Automatic,4,gas,160252,Low CC,26,0
2013,chevrolet,equinox,Excellent,Automatic,4,gas,41722,Avg CC,23,0
2014,bmw,428ix,Excellent,Automatic,4,gas,48826,Avg CC,16,0
2002,pontiac,trans am convertable,Excellent,Automatic,8,gas,22340,Low CC,5,0
2014,gmc,sierra,Excellent,Manual,6,gas,65500,Avg CC,12,1
2008,dodge,dakota slt 4x4,Excellent,Automatic,8,gas,154057,Avg CC,5,0
2013,ford,explorer,Excellent,Manual,4,gas,84405,Low CC,43,0
2016,ford,transit wagon,Excellent,Automatic,6,gas,79000,Avg CC,29,1
2003,toyota,camry,Excellent,Automatic,6,gas,192000,Low CC,27,0
2002,ram,1500,Excellent,Manual,8,gas,146424,High CC,10,0
2015,gmc,sierra 1500,Excellent,Automatic,8,gas,97023,Low CC,20,1
2010,toyota,tacoma,Excellent,Automatic,4,gas,63492,Avg CC,38,0
2006,chevrolet,silverado 2500hd,Excellent,Manual,8,gas,158950,Low CC,48,0
2001,buick,lesabre custom,Excellent,Automatic,6,gas,76469,High CC,46,0
2013,toyota,tacoma,Excellent,Automatic,4,gas,94315,High CC,21,0
2010,ford,escape xlt,Excellent,Automatic,6,gas,87457,Low CC,39,0
2012,rover,evoque,Excellent,Automatic,4,gas,75541,Avg CC,41,0
1994,chevrolet,s10 pickup,Excellent,Manual,8,gas,118975,Avg CC,45,0
2014,chevrolet,sonic,Excellent,Automatic,4,gas,43079,Low CC,32,0
2010,chevrolet,avalanche,Excellent,Automatic,8,gas,103700,Low CC,27,0
2005,ford,taurus,Excellent,Manual,6,gas,101900,Low CC,21,0
2011,dodge,nitro,Excellent,Manual,6,gas,105011,Avg CC,47,0
2007,lincoln,mkx fwd,Excellent,Automatic,6,gas,164321,Avg CC,20,0
2012,chevrolet,traverse ls awd,Excellent,Manual,6,gas,112599,High CC,24,0
2008,jeep,wrangler unlimited,Excellent,Automatic,6,gas,103763,Low CC,43,0
2014,ford,f150 fx4,Excellent,Automatic,6,gas,161000,Avg CC,26,0
2011,dodge,durango,Excellent,Manual,8,gas,121003,Low CC,16,0
2012,kia,sorento,Excellent,Automatic,4,gas,99210,Low CC,19,0
2008,ford,focus,Excellent,Manual,4,gas,171758,Low CC,22,0
1993,chevrolet,corvette,Excellent,Automatic,8,gas,25385,Avg CC,40,0
2003,chevrolet,silverado 1500,Excellent,Automatic,8,gas,140614,Low CC,17,0
2004,dodge,town & country,Excellent,Manual,6,gas,116000,High CC,10,0
2017,toyota,tundra,Excellent,Automatic,8,gas,43000,Avg CC,44,1
2010,mercedes-benz,ml350,Excellent,Manual,6,gas,107118,Low CC,43,0
2014,chevrolet,malibu,Excellent,Automatic,4,gas,119633,Avg CC,47,0
2005,chevrolet,corvette,Excellent,Manual,8,gas,62612,High CC,17,0
2007,ford,f250,Excellent,Automatic,8,diesel,173700,Avg CC,29,0
2014,ford,f-150 supercrew 4x4,Excellent,Automatic,8,gas,33492,Avg CC,17,1
2010,ford,f150 supercrew,Excellent,Manual,8,gas,110982,Avg CC,29,0
2012,ford,transit connect tc,Excellent,Automatic,4,gas,54000,Avg CC,33,0
2009,dodge,challenger r/t,Excellent,Manual,8,gas,78591,Avg CC,23,0
2014,ford,expedition xlt,Excellent,Automatic,8,gas,151203,Avg CC,26,0
2011,lincoln,mkx,Excellent,Manual,6,gas,99719,Low CC,45,0
2004,subaru,outback,salvage,Automatic,6,gas,185328,Avg CC,13,0
2005,ford,freestar,Excellent,Manual,6,gas,180232,Avg CC,47,0
2000,volkswagen,new beetle gls,Excellent,Automatic,4,gas,159000,Low CC,42,0
2016,dodge,journey,Excellent,Automatic,6,gas,45831,High CC,10,0
2015,chevrolet,malibu,Excellent,Automatic,4,gas,85139,Avg CC,12,0
2009,acura,mdx,Excellent,Automatic,6,gas,119495,High CC,29,0
2006,lexus,gx470,Excellent,Automatic,8,gas,151945,Avg CC,11,0
2005,ford,freestar,Excellent,Automatic,6,gas,180232,Low CC,36,0
2007,chevrolet,impala,salvage,Manual,6,gas,124000,Avg CC,20,0
2007,chevrolet,silverado classic 2500,Excellent,Automatic,8,diesel,192397,Low CC,40,0
2016,hyundai,sonata,Excellent,Manual,4,gas,10789,Avg CC,7,0
2011,ford,f150 super crew fx4,Excellent,Automatic,8,gas,71266,Low CC,21,0
2013,bmw,activehybrid 3,Excellent,Automatic,6,gas,90842,Low CC,36,0
2017,ford,escape,Excellent,Automatic,4,gas,87487,High CC,46,0
2008,ram,2500,Excellent,Automatic,6,diesel,154643,Low CC,40,0
2001,ford,f1-50,Excellent,Automatic,8,gas,129368,High CC,8,0
2011,ford,ranger,Excellent,Manual,4,gas,73385,Avg CC,34,0
2006,gmc,sierra 2500hd,Excellent,Automatic,8,diesel,188205,Avg CC,32,0
2008,bmw,m3,Excellent,Manual,8,gas,82199,Low CC,9,0
2008,honda,ridgeline,Excellent,Automatic,6,gas,209000,Low CC,9,0
2011,toyota,camry,Excellent,Manual,4,gas,51500,Avg CC,15,0
2012,ford,focus,Excellent,Automatic,4,gas,114109,Low CC,31,0
2011,chevrolet,suburban 2500 ls,Excellent,Automatic,8,gas,89136,Avg CC,21,0
2010,kia,forte,Excellent,Manual,4,gas,96000,Low CC,20,0
2012,volkswagen,passat se v6 3.6l,Excellent,Automatic,6,gas,95482,Low CC,31,0
2016,hyundai,santa fe,Excellent,Manual,4,gas,63158,High CC,50,0
2019,ram,1500 truck,Excellent,Automatic,8,gas,70,Avg CC,14,1
2014,cadillac,cts,Excellent,Manual,4,gas,48625,Avg CC,38,0
2013,ford,explorer,Excellent,Automatic,6,gas,81250,High CC,41,0
2013,volkswagen,beetle,Excellent,Manual,5,gas,59940,Avg CC,15,0
2013,cadillac,cts sedan,Excellent,Automatic,6,gas,87640,Low CC,50,0
2016,jeep,wrangler,Excellent,Automatic,6,gas,26300,Low CC,16,1
2000,honda,odyssey,Excellent,Automatic,6,gas,247000,Low CC,42,0
2010,mazda,miata gt,Excellent,Manual,4,gas,92908,Low CC,42,0
2006,pontiac,g6 gtp,salvage,Automatic,6,gas,189000,Low CC,40,0
2003,chevrolet,silverado,salvage,Manual,6,gas,143700,Low CC,18,0
2005,gmc,sierra 1500 sle,Excellent,Automatic,8,gas,190639,Avg CC,13,0
2014,ram,1500,Excellent,Manual,8,gas,68489,Low CC,38,1
2008,subaru,legacy gt limited awd,Excellent,Automatic,4,gas,142083,High CC,27,0
2012,chevrolet,sonic,Excellent,Manual,4,gas,63670,Low CC,15,0
2011,ford,fusion,Excellent,Manual,4,gas,158800,Low CC,8,0
2015,chevrolet,impala lt,Excellent,Automatic,6,gas,63000,Low CC,40,0
2010,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,174485,High CC,38,0
2005,cadillac,escalade awd 6.0l,Excellent,Automatic,8,gas,211091,High CC,25,0
2014,chevrolet,sonic,Excellent,Automatic,4,gas,43079,Avg CC,43,0
2015,kia,sorento,Excellent,Manual,4,gas,38838,Avg CC,47,0
2012,jeep,compass,Excellent,Manual,4,gas,51719,Low CC,31,0
2013,ford,f-150 lariat,Excellent,Automatic,8,gas,97878,Low CC,48,0
2012,volkswagen,jetta tdi 6 speed,Excellent,Manual,4,diesel,29000,Low CC,48,0
2008,ford,super duty f-250 srw,Excellent,Automatic,8,gas,82000,Avg CC,30,0
2008,mercury,mariner,Excellent,Manual,6,gas,124308,Low CC,10,0
2010,mercury,mariner,Excellent,Automatic,6,gas,113551,Avg CC,39,0
2013,kia,optima ex,Excellent,Automatic,4,gas,66670,High CC,13,0
2009,nissan,pathfinder,Excellent,Automatic,6,gas,221000,High CC,39,0
1977,chevrolet,silver ado,Excellent,Automatic,8,gas,99999,Low CC,12,0
2000,ford,f250,Excellent,Automatic,8,diesel,155035,Low CC,14,0
2014,dodge,grand caravan,Excellent,Manual,6,gas,55030,High CC,48,0
2004,toyota,camry,Excellent,Automatic,4,gas,115097,High CC,20,0
2018,ford,f-150,Excellent,Automatic,6,gas,30290,Avg CC,20,1
2011,chevrolet,hhr,Excellent,Manual,4,gas,119956,High CC,44,0
2015,chevrolet,silverado,Excellent,Automatic,8,gas,69890,High CC,32,0
2007,jeep,grand cherokee larado,Excellent,Automatic,6,gas,133000,Low CC,41,0
2011,chevrolet,equinox,Excellent,Manual,6,gas,111201,Avg CC,32,0
2009,chevrolet,cobalt,Excellent,Manual,4,gas,103053,Avg CC,37,0
2004,buick,rainier,Excellent,Manual,8,gas,220000,Avg CC,29,0
2017,hyundai,elantra se,Excellent,Manual,4,gas,63621,High CC,48,0
2014,chevrolet,2500hd ltz crew cab,Excellent,Automatic,8,diesel,155729,Low CC,47,1
2014,ford,mustang,Excellent,Automatic,6,gas,27285,High CC,10,0
2010,dodge,challenger,Excellent,Automatic,8,gas,27151,High CC,43,0
2011,mazda,cx7 sv,Excellent,Automatic,4,gas,100000,High CC,5,0
